Date,2YO,3YO,4YO,5YO
2015-01-16,,92092.8856108204,,
2015-01-17,,,77306.59320541064,68710.03751515353
2015-01-20,,91139.68830999023,,
2015-01-21,,,76394.88556494832,
2015-01-22,,,,68174.7406972774
2015-01-23,,89841.13975918802,,
2015-01-24,,,,67257.53533813167
2015-01-26,,88752.63346727338,75248.65690250546,
2015-01-29,,87607.26490637813,74143.67215713114,66441.5037555364
2015-02-02,,86499.80452480327,73084.6414087289,
2015-02-04,,,,65381.08046177136
2015-02-06,,85489.43550046743,,
2015-02-07,,,72031.30371342746,
2015-02-09,,,,64656.956873120245
2015-02-10,,84352.57693901146,,
2015-02-12,,,71035.16277104185,63821.4296554459
2015-02-15,,83138.23259318733,,
2015-02-17,,,70500.86052215613,63430.6466130128
2015-02-20,,82584.74970255248,,62714.79126245326
2015-02-23,,,70500.58359552149,
2015-02-25,,,,62308.97066419279
2015-02-26,,82481.53751683977,,
2015-03-01,,,70665.79011356164,
2015-03-02,,,,61699.73206797191
2015-03-04,,82539.13825684611,,
2015-03-07,,,70939.23538480053,
2015-03-08,,,,61405.72991031023
2015-03-10,,82680.9246937848,,
2015-03-12,,,71174.0691709802,
2015-03-14,,,,61399.66667452009
2015-03-16,,82685.35551993913,,
2015-03-20,,,,61406.18259533528
2015-03-22,,82583.44651838945,72447.783996146,
2015-03-25,,,,61993.3973792008
2015-03-27,,,72858.91253590163,
2015-03-28,,82570.15403992645,,
2015-03-31,,,,62930.51711084237
2015-04-03,,82463.81421222244,73930.04303897575,
2015-04-06,,,,63838.836472480776
2015-04-08,,,74293.37078363111,
2015-04-09,,82036.79334159853,,
2015-04-12,,,,64499.52188349365
2015-04-15,,81532.40791430618,74114.66079540632,
2015-04-18,,,,64862.35731413186
2015-04-19,,80726.93035972363,,
2015-04-20,,,73854.7189943521,
2015-04-24,,79716.94815354413,,64366.104784846495
2015-04-26,,,73362.89729122104,
2015-04-29,,78517.42505076258,,
2015-04-30,,,,63975.01921751839
2015-05-02,,,72382.79854588243,
2015-05-03,,77412.67239628205,,
2015-05-04,,,,63341.41107744868
2015-05-06,,,71190.31553354609,
2015-05-07,,76398.8993721705,,
2015-05-09,,,,62947.42421064181
2015-05-11,,75434.8915218134,,
2015-05-12,,,70881.63464479418,
2015-05-14,,,,62524.50574090026
2015-05-17,,75190.98231539656,,
2015-05-18,,,70518.30690013882,
2015-05-20,,,,62423.528348952284
2015-05-23,,75316.89162528221,,
2015-05-24,,,70621.69284373993,
2015-05-25,,,,62347.86347154751
2015-05-29,,76036.90087536143,,
2015-05-30,,,70979.11282018952,
2015-05-31,,,,62263.67777461517
2015-06-04,,76980.6668462345,71521.3351708261,
2015-06-06,,,,62188.35372999149
2015-06-10,,77811.44675017206,71945.77139285998,
2015-06-12,,,,62027.36704638402
2015-06-15,,78430.1008519709,,
2015-06-17,,,71742.69186078636,
2015-06-18,,,,61774.38797214374
2015-06-21,,78850.47548336332,,
2015-06-22,,,71596.47459769335,
2015-06-24,,,,61517.23126181508
2015-06-27,,79118.5404657005,,
2015-06-28,,,71249.39321560386,
2015-06-30,,,,61243.48005257982
2015-07-03,,79291.34268571952,70930.37373249185,
2015-07-06,,,,61010.3447497593
2015-07-07,,,69556.54069801376,
2015-07-09,,79415.40581804086,,
2015-07-12,,,69295.73971432383,60769.89858378413
2015-07-15,,79561.62308113388,,
2015-07-18,,,69029.5493122827,60608.93462236208
2015-07-21,,79765.44108423323,,
2015-07-24,,,69047.27261690004,60409.69351660895
2015-07-27,,79991.41321810425,,
2015-07-30,,,69335.27631693172,60249.55079988805
2015-08-02,,80124.33800273426,,
2015-08-05,,,69339.07416792115,60054.59444909736
2015-08-08,,80057.87561041924,,
2015-08-10,,,69078.28839998037,
2015-08-11,,,,59698.7217452731
2015-08-14,,79542.8572291861,,
2015-08-16,,,,59281.73177274858
2015-08-19,,78789.55162374122,,
2015-08-22,,,,58733.997263384284
2015-08-24,,78237.4877265503,68887.20902207473,
2015-08-27,,77339.56376473553,,
2015-08-28,,,,58285.288202040654
2015-08-30,,,68905.48617996136,
2015-09-01,,76528.40609091,,57730.20414770607
2015-09-05,,,68444.68025991064,
2015-09-06,,75840.83681803216,,
2015-09-07,,,,57400.40298761851
2015-09-10,,75330.18410374521,,
2015-09-11,,,67772.77712236419,
2015-09-13,,,,57376.4765263851
2015-09-15,,75480.83219299254,,
2015-09-16,,,67382.86442078283,
2015-09-19,,,,57434.07726639144
2015-09-22,,75603.23376550601,67448.23668920272,
2015-09-24,,,,57592.110065896006
2015-09-27,,75974.86930920076,,
2015-09-28,,,65990.0025704098,
2015-09-30,,,,57839.86709502584
2015-10-03,,76527.8704965397,,
2015-10-04,,,65553.84312084256,
2015-10-06,,,,58014.51549260915
2015-10-09,,76810.08003929266,65061.61417266057,
2015-10-12,,,,57834.55578418699
2015-10-13,,,64324.79384687815,
2015-10-15,,76479.66700321235,,
2015-10-18,,,63790.09738478312,57383.47256768141
2015-10-21,,75976.15191677175,62937.16335007388,
2015-10-24,,,,56944.57647219839
2015-10-26,,75397.31111998335,62179.2705363751,
2015-10-30,,,,56440.939232655786
2015-10-31,,74951.34846754967,61198.80255552362,
2015-11-04,,,,55965.15290036901
2015-11-05,,74361.063960989,,
2015-11-06,,,60589.56395930274,
2015-11-10,,74043.94133482539,,55489.366568082216
2015-11-12,,,60562.240531351024,
2015-11-15,,73342.95857352654,,55084.75477656029
2015-11-18,,,60701.25770194324,
2015-11-20,,72791.59764394665,,54464.68527196215
2015-11-23,,71996.5412758784,61130.77091227897,
2015-11-25,,,,54020.34725578505
2015-11-28,,71670.59862690023,,
2015-11-30,,,61630.955799776304,
2015-12-01,,,,53597.53567000776
2015-12-05,,71758.93822335225,63424.55422705058,
2015-12-06,,,,53627.9975998188
2015-12-09,,72206.45166493996,,
2015-12-10,,,63320.98366569303,53652.36714366764
2016-01-07,,,69772.82039967217,57398.63065715677
2016-01-08,,92395.06795454596,,
2016-01-12,,91990.5335266553,,
2016-01-13,,90933.70764174414,69968.88445700143,57429.64644023711
2016-01-15,,89927.37045280698,,
2016-01-16,,92527.7661974079,,57571.60932657265
2016-01-17,94516.65683064469,88545.70611248678,69687.05593511164,
2016-01-19,,92059.19360021505,69663.15745235242,57143.30430001329
2016-01-20,95403.69248910414,87254.21895061937,,
2016-01-21,,86043.55250941121,69664.64268269051,57438.453582599934
2016-01-22,97912.32009005734,87140.5804003476,,
2016-01-23,96206.50185554277,90998.63275794352,69066.10362805595,
2016-01-24,99718.38726675278,85783.70931179842,,
2016-01-25,,,69262.0606965274,56707.84376052397
2016-01-26,99964.57614446139,86065.98723775048,,
2016-01-27,,81180.57879137118,,57157.34701199089
2016-01-28,100090.70422416888,87689.46593551069,,
2016-01-29,103505.40930293564,82555.28441634968,,
2016-01-30,101875.48436282529,86116.25547894425,69336.47412216128,
2016-01-31,105290.1346449896,81151.41294419566,,56279.40397057208
2016-02-01,103597.87856958336,85031.28275027774,,56984.73771424849
2016-02-02,106896.67432916866,79858.76861927504,68780.49081825459,
2016-02-03,105157.52686704148,83295.32638441132,,
2016-02-04,108706.52976633744,81093.9738217748,67939.88256589907,
2016-02-05,107083.35346042452,76242.93429153791,,55733.52618835817
2016-02-06,,79597.37766753964,69068.62147977173,56675.93778378188
2016-02-07,109467.92008564688,81071.13229064498,68327.22344851628,
2016-02-09,111362.21465910306,79129.03110633194,67702.76303606834,
2016-02-10,,75563.83633628373,,55295.95748991685
2016-02-11,110962.1309654073,,,56217.11950871693
2016-02-12,112517.2585431626,77229.3424923213,68462.60710698366,
2016-02-14,,,67028.53898958389,
2016-02-15,,,,54600.07162667789
2016-02-16,,76068.56774961592,68111.41856586267,55822.26693353438
2016-02-17,113023.57914987364,,,
2016-02-19,,,66613.48310784102,
2016-02-20,,75942.54966167906,,54109.65446647814
2016-02-21,,,67908.0881503588,55181.61636994082
2016-02-22,112106.39467171408,76792.98970984021,65889.35951918992,
2016-02-23,,,67125.35782467797,
2016-02-24,,,,53283.95698077642
2016-02-25,110493.03981507206,76176.69975910496,,54723.42613239618
2016-02-26,111450.36869330722,,66163.69095565967,
2016-02-27,,,67042.43490898704,
2016-02-28,109200.47787701982,77879.17509281688,,
2016-02-29,,,,52788.98901873747
2016-03-01,107721.67908245666,76943.30422749104,66196.15618062715,53995.35232763314
2016-03-02,,,64643.03141949234,
2016-03-03,107568.20064854735,,,51936.05498402823
2016-03-04,,78602.47953713694,,
2016-03-05,105262.14923730574,,66121.75805066145,53472.85230303848
2016-03-06,106784.98596004125,77835.9408815303,,
2016-03-07,103849.8492098592,,65366.15204319728,
2016-03-08,105483.01868564142,,64315.15028407166,51540.34001010192
2016-03-09,,,,51656.032800594876
2016-03-10,103533.2588703025,,,
2016-03-11,101168.44380131092,78667.4642302274,,
2016-03-12,102716.33822754184,,65366.15204319728,
2016-03-14,,,64674.29571051233,51005.30972015385
2016-03-15,101468.61958957532,,,
2016-03-16,99841.16049657558,78223.28038114855,,51187.88342108744
2016-03-17,,79113.24968482406,,
2016-03-18,,,64646.12468690041,48597.427476737794
2016-03-20,99437.30953646082,,64926.6042933697,50973.988797436046
2016-03-21,,,,49927.89425821342
2016-03-22,98213.70140357582,78244.32699449098,,47462.503006063474
2016-03-23,,,64682.61922413738,
2016-03-25,,,65161.43807954939,48970.21547907248
2016-03-26,97801.41176668256,,,46352.87644281317
2016-03-27,96818.73646671888,77752.32499232618,,
2016-03-28,,,,47842.03418735205
2016-03-29,,,64905.03863351401,
2016-03-30,,,,45273.09188238127
2016-03-31,,,65320.94782110541,
2016-04-01,96608.84590908993,77840.32460972693,,47515.33684349802
2016-04-02,95713.74340794006,,,46431.291441950045
2016-04-03,,77058.20630393534,65105.75858831732,
2016-04-05,,77373.65943900518,,44766.08465431882
2016-04-06,95559.39312094526,,,
2016-04-07,,,65130.422296469056,45587.09919960683
2016-04-08,94745.66357444537,,65230.53045211396,
2016-04-09,,77192.18604717351,,
2016-04-10,,77219.47910387888,,45196.135428121794
2016-04-11,,,,45026.30392047732
2016-04-13,94419.15204463426,,64923.95486009324,
2016-04-14,,78108.94507767732,,
2016-04-15,,77335.37391807736,,45552.282204758856
2016-04-17,93688.22304847998,,,
2016-04-18,,,64758.55498553054,
2016-04-19,,,,46635.82933946849
2016-04-20,,78615.82427085872,,
2016-04-21,93285.64106231688,,,
2016-04-22,,,64574.12195127073,
2016-04-23,,,,48845.06846042072
2016-04-24,,,63876.49849479261,46698.16293912935
2016-04-25,,79601.86693465846,,
2016-04-26,92683.19567876784,,63124.62137968031,
2016-04-27,,,64345.59957029534,46840.24270121664
2016-04-28,,,,49037.9245864935
2016-04-30,92503.12827502776,79962.9101463642,63765.817268414175,
2016-05-01,,80949.30244734426,62861.61776414249,
2016-05-02,,,,49368.2291590096
2016-05-03,,,,50530.3578039224
2016-05-04,,80688.53664422048,63689.86917740751,
2016-05-05,92269.6008115243,,,
2016-05-06,,,62412.50140603425,
2016-05-07,,80870.43989572232,62988.253479536506,50339.27975116613
2016-05-09,,81335.59439325744,,50326.73672642991
2016-05-11,92210.1856382878,,,
2016-05-12,,,62451.05576954457,50090.501552378664
2016-05-13,,80134.75044419692,,
2016-05-15,,81193.19172261996,,
2016-05-16,92531.15673718497,,62383.768673565166,48489.07004069566
2016-05-17,,,,50521.400173478
2016-05-18,,79134.7868282664,61674.37789608877,47324.40892425341
2016-05-19,,,,49498.42588644958
2016-05-20,,80438.23153225618,,
2016-05-21,93247.48532281592,,61670.61875182618,46397.41058961145
2016-05-22,,77985.35667672966,,48340.057943785054
2016-05-23,,,,49335.679977149615
2016-05-24,,79807.91404226898,,45255.70542419673
2016-05-26,94199.30230750972,78734.56602140963,61740.53484157003,47545.99162853019
2016-05-27,,76919.18913334311,,44212.21509522507
2016-05-30,,78473.22536811573,61433.63634170331,46201.46500721424
2016-05-31,95089.47311443838,75858.15202024055,61581.07672841752,
2016-06-01,,77364.14213436775,,
2016-06-02,,,60752.76605598738,44387.48913203063
2016-06-04,,,,44416.00676060241
2016-06-05,95666.59875961112,75219.41344988687,61538.49344562282,
2016-06-06,,76484.86215217761,,
2016-06-07,,,60627.235584400354,42777.92684619891
2016-06-08,,,,43725.466826003205
2016-06-09,,74704.17166565434,,42884.26521361721
2016-06-10,95638.18280719365,,,
2016-06-11,,75668.60632113794,60804.33488857672,
2016-06-13,,,60402.73078979501,42954.13739402895
2016-06-14,,,,42825.84360515056
2016-06-15,95193.86064212072,74674.42183290381,,
2016-06-16,,75098.85058875798,60473.91137575556,
2016-06-18,94140.88069904307,,,
2016-06-19,,,59866.60082512064,43382.67889896289
2016-06-20,92954.29610136492,,,
2016-06-21,93928.0591253431,74483.89630826747,60113.89769760713,
2016-06-22,,74791.85262348756,59205.83805047651,
2016-06-23,93168.57821527656,,,
2016-06-24,91745.19732600216,,,43655.84774258043
2016-06-25,,,,44544.80398343474
2016-06-26,,74769.94452031257,,
2016-06-27,91136.83761742842,74364.26400210046,59684.84030036174,
2016-06-28,,,58776.61759115454,
2016-06-29,,,,44354.66881372609
2016-06-30,90673.14093934358,,,
2016-07-01,89218.76082925014,,,45260.38240735963
2016-07-02,,74398.55000934596,59307.56569243906,
2016-07-03,89371.17366494378,74249.06252208777,,
2016-07-04,,,58727.87850345689,45084.55955846539
2016-07-05,88279.4198567231,,,
2016-07-07,,74398.55000934596,59189.20503113,45803.15861126551
2016-07-09,87701.09064331782,74244.63169593345,,
2016-07-10,,,58878.52659270422,45612.25084013499
2016-07-11,87050.10700611792,,,
2016-07-12,,74398.55000934596,59181.80748979817,
2016-07-13,,,,46376.95059825172
2016-07-15,,74408.57226364379,,46281.06444875005
2016-07-16,87477.4030839986,,59268.43929428559,
2016-07-17,,74398.55000934596,59181.80748979817,
2016-07-19,,,,46890.92643215443
2016-07-20,,,,46693.45227322058
2016-07-21,88231.95229984394,74559.22035289113,,
2016-07-22,,74482.93677713114,59344.081382556134,
2016-07-25,,,,47312.51329359179
2016-07-26,89240.48376808167,,,
2016-07-27,,74670.50844686927,59529.491932393576,
2016-07-28,,,59547.581342008605,
2016-07-30,,,,47392.59245399232
2016-07-31,90066.54255013457,,,47770.44542378966
2016-08-01,,73965.73580521901,59588.67226304811,
2016-08-02,,74586.61194898149,,
2016-08-03,,,59315.23989554074,
2016-08-04,,,,47895.625264555885
2016-08-05,90604.09722024662,,,
2016-08-06,,73726.6780294363,59566.47963905266,47651.83561596597
2016-08-08,,,58825.67316643467,
2016-08-09,,,,47905.48865299831
2016-08-10,90658.34585667997,,,
2016-08-11,,73863.29679653715,59505.491020517016,
2016-08-12,,72195.02479748931,,47209.05975003558
2016-08-14,,73006.1683408906,58438.8471621129,
2016-08-15,90199.69829410728,,,47536.90940067619
2016-08-17,,71016.38388725245,,46785.02968706585
2016-08-18,,72541.5774545129,,
2016-08-19,,,58074.64213713621,47152.81817780866
2016-08-20,89726.80361489559,71481.64255804638,57099.72030812979,
2016-08-21,,69870.29857506751,,
2016-08-23,,,,46236.71495046705
2016-08-24,88916.08788153087,70996.38552445597,57295.83637020104,46948.73997408329
2016-08-25,,68805.92290990514,,
2016-08-26,,69849.41435415138,57122.16759321292,
2016-08-28,88499.32057940819,,,45792.60902518376
2016-08-29,,,55928.482539148856,
2016-08-30,87639.09220167974,67854.93729876884,,46447.98333008336
2016-08-31,,69457.40337421057,56949.863590827066,
2016-09-01,,68499.01079722181,,
2016-09-02,,,56155.5085573391,
2016-09-03,,,55546.54532464528,45352.100508754345
2016-09-04,87336.84979869408,,,45857.73961914641
2016-09-05,,67765.34230436437,,
2016-09-06,86391.37356371328,,56208.30410529653,
2016-09-09,,,55545.67395596857,45197.3250464494
2016-09-10,86028.62306624427,67664.48594008916,,
2016-09-11,,67199.61811054288,,
2016-09-12,85043.80166637774,,,
2016-09-14,,,55717.29229939717,44783.49315535244
2016-09-15,,67463.07048994697,55686.85481953253,
2016-09-16,84741.95668930002,,,
2016-09-17,,67084.4166305302,,
2016-09-18,83595.78037081128,,,
2016-09-19,,,55895.47598175652,44705.558857565295
2016-09-20,,67454.7245458803,,44048.551454149376
2016-09-22,82733.85299732641,,,
2016-09-23,,67133.15571822788,,44309.70336641504
2016-09-24,,,55621.12426208354,
2016-09-25,,67454.7245458803,,
2016-09-26,,,,43587.74553409866
2016-09-27,81652.36768100204,,56149.13768163468,
2016-09-28,,,,44154.93519776703
2016-09-29,,67177.46397977122,55547.14884876537,
2016-10-01,,67454.7245458803,,
2016-10-02,80904.99584156793,,,43131.3704402023
2016-10-03,,,55943.10426545816,43650.42287893711
2016-10-04,,,55547.14884876537,
2016-10-05,80298.08922147009,67248.35719824056,,
2016-10-06,,67454.7245458803,,
2016-10-08,,,,42981.48189450155
2016-10-09,80365.90001701175,,55591.15534824866,
2016-10-11,,67513.5904159793,,
2016-10-13,,,,42449.11880811064
2016-10-14,80365.90001701175,,55547.14884876537,
2016-10-15,,,55874.42646006598,
2016-10-16,,67799.94314136509,,
2016-10-17,,67744.60972752594,,
2016-10-18,,,,42278.4255465961
2016-10-19,80731.36451508889,,,41760.02974543601
2016-10-20,,,55547.14884876537,
2016-10-21,,68066.25462931051,55830.11819852264,
2016-10-23,,67926.27359985361,,41929.44946979989
2016-10-25,81350.72141687828,,55547.14884876537,41402.18223312944
2016-10-26,,68233.93223283169,,
2016-10-27,,,55692.762587738296,
2016-10-29,,67939.56607831661,,41675.77251276406
2016-10-30,81772.747988516,,55532.35376610173,
2016-10-31,,68362.1562825832,,41080.39024476295
2016-11-02,,,55305.43453474696,
2016-11-03,,67424.02642341825,55558.77355657252,41442.503376100765
2016-11-04,81882.39599003426,,,
2016-11-06,,67793.77852358858,54989.1628740226,40636.81531531243
2016-11-08,,66654.87265056842,55152.20179690959,41027.88879764605
2016-11-09,81884.86183714485,,,
2016-11-10,,67246.29557432068,55066.04909934351,
2016-11-11,,,,40239.37020926869
2016-11-13,,66129.57359427129,,40530.269726603525
2016-11-14,81884.86183714485,66458.26275034185,54609.15018478586,
2016-11-15,,65321.89728385276,,
2016-11-17,,,,40261.01316081798
2016-11-19,81884.86183714485,66044.25999861384,54294.49851657768,
2016-11-20,,65035.99031405481,54208.805061549385,
2016-11-21,,65358.75450186545,,
2016-11-23,,,,40367.963077517576
2016-11-24,82252.27305662511,,54272.30589258223,40258.09627980518
2016-11-25,,65359.89258514728,54512.79949956112,
2016-11-27,,65121.82128099298,,
2016-11-28,,,,40621.789356677196
2016-11-29,82956.91822380346,,54701.36328982761,
2016-11-30,,65509.41335571627,54904.96169749777,
2016-12-02,,,,41075.09215662051
2016-12-03,83584.65244538905,,54977.538166215454,
2016-12-04,,65773.01681644721,,
2016-12-28,,78292.8429799988,66973.64597667186,52334.53719553448
2016-12-29,,,66877.97588485232,
2016-12-30,,,,52546.21291515824
2016-12-31,98050.95549427584,78696.71120367866,,
2017-01-02,,,67250.57261131772,51953.66658714588
2017-01-03,,78757.05889860945,67134.16442150155,
2017-01-04,98849.8899581121,79018.72554558418,,52176.95231034504
2017-01-06,,,,51062.23276887715
2017-01-08,,,67400.47590944698,51215.2356747513
2017-01-09,99474.18442658545,78338.71506253778,67170.96543474485,
2017-01-10,,78823.68878126437,,49972.56602249351
2017-01-11,,,,51288.63088874932
2017-01-13,,,67157.78464119263,49397.61386987801
2017-01-14,99903.75507707556,77930.63490105633,66700.90401117176,
2017-01-15,,,,48627.43389038119
2017-01-16,,,,48600.95830195355
2017-01-17,,,66675.25729607514,
2017-01-19,,77289.48263289031,65996.89496664987,47436.40503729248
2017-01-20,100092.67690185735,,,
2017-01-22,,,66458.87457706853,
2017-01-23,,76665.33971825108,,
2017-01-24,,76990.15532259253,65559.9049535059,46492.71237406565
2017-01-25,100329.3982244755,,,45454.45259291945
2017-01-28,,,65125.16222649316,
2017-01-29,,76803.43380006115,,45192.11746100419
2017-01-30,100329.3982244755,76879.19220261529,64595.04642532357,44589.33378628579
2017-02-02,,,64285.61144304277,
2017-02-03,,,,44675.4637806868
2017-02-04,100329.3982244755,77226.37076706708,64456.58323899852,
2017-02-05,,,63353.32017580014,44481.29547522262
2017-02-06,,,63371.610510332,
2017-02-08,,,,44739.34096298058
2017-02-09,100257.06670923106,77907.45044773787,62706.46500163824,
2017-02-10,,78010.83392711708,,
2017-02-11,,,62975.33713752856,44513.78820035441
2017-02-12,,,61905.86401927158,
2017-02-13,,,62327.92475385299,44716.79607511219
2017-02-14,100033.49657120282,78597.39446928534,,
2017-02-16,,78750.78189489082,60569.25600609538,
2017-02-17,,,60946.89738263804,44651.14381113874
2017-02-18,,,,44670.29724388363
2017-02-19,99786.91186014224,79162.56662703617,,
2017-02-21,,79337.86636034002,59907.64426739236,
2017-02-22,,,60689.14460212414,
2017-02-23,,,,44713.8904413632
2017-02-24,99678.4145872756,79407.507440023,59778.54249056475,
2017-02-26,,,59388.34852708723,
2017-02-28,,79074.93180828681,,44670.29724388363
2017-03-01,,79320.38084211493,59462.91406040723,44819.51520500342
2017-03-02,99374.62222324897,,,
2017-03-04,,,59361.4866435266,
2017-03-05,,78536.92068584163,,44730.25626309941
2017-03-06,,78887.62467420363,59263.18044444817,
2017-03-07,99135.92822294234,,,44916.993380398766
2017-03-08,,77645.120352994,,
2017-03-09,,77833.16680353087,,
2017-03-10,,,59525.427211236936,
2017-03-11,,,59529.491932393576,45033.08500003148
2017-03-12,99135.92822294234,76779.06425621232,,45072.07229580045
